clu_identi,PPB,CDF
feba5778-7376-4e2e-b71a-1c2212549392,0.215753701,0.00308642
D7C1A5C6-C67B-43AB-8561-286D8A458797,0.31547611,0.00617284
AF5B0469-645C-470E-A1FC-C6D64AA85A70,0.363717773,0.009259259
39363505-2cb3-439c-af8c-f82aff90b3e9,0.366463862,0.012345679
01af5440-9d17-4390-ba72-f52550940bc8,0.369437269,0.015432099
6BAB2F2C-21F0-41D9-8376-96993F37E494,0.371177553,0.018518519
D6022589-6797-43B8-A26D-6423F85BA3E3,0.384625603,0.021604938
b6b70913-23d5-4efd-9327-1d20293ec5e5,0.388199337,0.024691358
057ED524-CC1C-4E5B-9736-07AA652E0C34,0.395539691,0.027777778
99d7ac4f-fd9b-484e-aa4b-a157161c03ca,0.397060301,0.030864198
2BB07318-AAB8-4CD4-9C9F-778C5FEED806,0.397851811,0.033950617
10374B38-2039-4995-AFD6-71DEC90F4236,0.400620906,0.037037037
888b6cb2-98e9-4a0d-bfd3-cb6fa691303d,0.405383634,0.040123457
ED0F964D-8EE4-4F42-A125-BE5F0835B9AF,0.406315373,0.043209877
5915fc81-3a44-4ff2-955e-59debfa4bd08,0.407053965,0.046296296
3abd0d2f-082a-43a3-8605-53167684ea4e,0.409737627,0.049382716
F30CBF26-7821-4AB8-9B91-FBC284EF1161,0.410149866,0.052469136
32C82906-68E2-42D2-8D0D-32C2EF85D64D,0.4121069,0.055555556
E32B8A4D-BD51-4423-956E-8B5C8195DB1C,0.414762015,0.058641975
73CCA2CC-7E55-4BE2-91A5-210C52052A07,0.41719412,0.061728395
B4EEA382-C969-46A8-AAF8-B9C512A9BA60,0.419525037,0.064814815
70705CBE-88F6-4470-82E5-B00D1C5AD2A8,0.421472517,0.067901235
0a0ade55-eaf2-4df7-b3b8-e587eac64b4c,0.423592646,0.070987654
bbe1742c-14ad-401d-b802-be359df482e7,0.425603033,0.074074074
4351F2FC-1C2E-4DE9-839B-4DB648F85651,0.42689671,0.077160494
21E70F81-381C-4F71-AEDA-08967280143E,0.428177424,0.080246914
88A5C79B-87DA-455A-9827-A5615F1ADE73,0.428531476,0.083333333
6DFFF74D-6F0C-45A4-BDCC-CD52B7625105,0.435619325,0.086419753
009769ef-8bad-4a0e-845c-0f6fc3e91a99,0.437489386,0.089506173
E01A2876-946D-40F1-880C-049F80081BB6,0.437979361,0.092592593
35830E88-A1EE-45C4-8B3A-E84A6F0DF546,0.438138694,0.095679012
8bc4bfbf-187a-4b5a-9d42-d6f6009e6764,0.439565856,0.098765432
FB0C76DC-7CA2-4223-A871-6A58B422440F,0.441256858,0.101851852
0655B85C-97DF-4804-AD5F-6B4A1C073D1E,0.441656028,0.104938272
39A6350F-89DB-4587-A2F9-F17B3B80EAE9,0.444854888,0.108024691
F591185C-3F59-496B-822E-0FCBE9EBE02D,0.44907581,0.111111111
E43AD7A5-CAB9-4CD9-915F-7ABD60231FE2,0.456078364,0.114197531
282ED5A7-7C68-426B-80E0-B3AB45367793,0.457203816,0.117283951
C3112420-B84A-44AB-BE70-CFEC3CB88A0E,0.459964189,0.12037037
8cb53b70-2fbd-458b-b390-c62436aa98c0,0.466279685,0.12345679
6d666fb9-d0ef-424a-aaa1-1c93f57e51be,0.471713487,0.12654321
583E3286-2284-4487-A0EA-261B7A8FA1CD,0.472479563,0.12962963
9b781cc8-137a-4705-b0a2-019ad98674bb,0.474857942,0.132716049
a4020a2d-022f-4fe3-af5e-fc2f7d78cdea,0.475412904,0.135802469
E217A623-44E1-4228-907A-4E125A38EFC5,0.475674026,0.138888889
E9D43960-7013-46C2-A680-9B8330EE0F2C,0.476855852,0.141975309
FFD7794B-4C6E-459D-9959-4CEF1B6215A8,0.479782846,0.145061728
0174791C-4273-40D5-AE13-4AF99AB79E19,0.480255337,0.148148148
6ac4c288-5998-4d9f-a9d3-0db2f4bd52be,0.484832889,0.151234568
23e4f98e-47ff-44eb-928d-d28378e4b2d2,0.485476639,0.154320988
aa7a7afb-d4e0-413e-b6c5-103470e12dea,0.486202742,0.157407407
6172A3BE-C873-4396-BBF7-904C60106BD5,0.488725277,0.160493827
E0C81253-ACD1-4C47-B5A4-CC7CD5E898EF,0.49293795,0.163580247
7A2C3A62-FEC8-4648-9648-70588E18F5C2,0.494386041,0.166666667
90569855-F3D0-4984-B3F1-F48D1E9F646B,0.496943578,0.169753086
6CA5EF6F-7BE5-4A77-A2CC-2CF7FEB97A77,0.501170096,0.172839506
69B0A4E8-00D1-4E54-AB98-FB639C38C563,0.501702054,0.175925926
11963b4d-acab-4b2a-8e61-8c7b583f6031,0.501933353,0.179012346
a5de90e4-51d1-44b3-bbbd-35e00c0c12fa,0.50303348,0.182098765
163e9d77-3ec4-4fd1-8aee-623b6c77c162,0.503310114,0.185185185
de19e919-6d2e-4724-a386-1a51c50a4ad9,0.50552833,0.188271605
8ce7b6e4-ec1b-4b91-b0d6-74ea4e85e183,0.506182549,0.191358025
4EBA9B89-59CC-4FED-9B41-E5234105D533,0.511540361,0.194444444
3bcc33e7-8855-4d21-b778-fba90b38ff48,0.511878183,0.197530864
4E87BC35-4CB6-48BC-9670-E98ACA2C1A9D,0.514224761,0.200617284
278BB650-8A5B-4BCF-BC20-E16F3C8B06A5,0.517037785,0.203703704
a197aee6-f41f-4b76-9774-efed20089d3e,0.517392026,0.206790123
87A1A0DF-FCB4-49AA-83EB-C6EFE3618271,0.517598483,0.209876543
e0761a77-8df5-4b41-8da2-2815f2cefaed,0.517826525,0.212962963
F0DAE830-FD9D-4525-8A62-0C7497D8A35C,0.518791848,0.216049383
206D96DD-B847-4943-B24B-BD142B54D4C1,0.519174195,0.219135802
12E84AEF-A9E5-4D81-B1CD-9C2DF40C8E29,0.521494002,0.222222222
B87322C2-0357-4906-97E3-E78EA227D4A1,0.52160253,0.225308642
934DCFB4-791A-439D-BF3A-8A174EAB262F,0.521962088,0.228395062
77903C87-0218-4E60-9E11-1212C6A6DA0D,0.523384604,0.231481481
6b94c23b-85a1-49ba-befd-d2af375084b0,0.524085727,0.234567901
4F86DFF8-AA4E-4C7E-83EB-F7A8F54A3F7C,0.525081188,0.237654321
f807ce06-85c9-460f-bd11-74a0247c48be,0.525472975,0.240740741
eba07601-5b41-4569-a989-44d3b076aac1,0.52684652,0.24382716
18ACE215-99D8-4657-9619-6FD672012BA6,0.527716219,0.24691358
efc5c170-3e7a-4ac9-b813-f7164d470042,0.527942412,0.25
A6B77BE4-D0BC-4E8B-8FE7-456D67E3A1A5,0.528032426,0.25308642
8741bffa-4261-4774-8395-2e157f450d56,0.528143886,0.25617284
a9c8a00a-9e4e-46c0-9912-74a1bf8e8126,0.528339576,0.259259259
f0c5641f-0e3f-4709-8b19-37a95596181d,0.529493113,0.262345679
c920c3eb-b68f-4495-9c1c-2a7e755772d4,0.52995621,0.265432099
cf549817-0156-44bb-b873-2540a7bff533,0.529972886,0.268518519
4AE6A323-6517-401E-B8A0-F18DEC1A9857,0.53079878,0.271604938
7a532193-b152-4b82-b356-013a94d97539,0.532090563,0.274691358
FAD73EBB-C244-4825-8337-11ECDC2904AD,0.532251673,0.277777778
80C1D535-09CB-4AF4-B4AA-BDDBCED47659,0.533133817,0.280864198
18b7eab0-cb0e-4b2d-a330-ccf4d71ca027,0.533468023,0.283950617
E84652A6-FDA5-4BC9-BB25-9E11F5F8B91F,0.535131565,0.287037037
dfe05225-bd43-471a-8d1f-5cb49263b068,0.539206138,0.290123457
707a27d8-22e1-482b-b51e-1bbaafd22908,0.540155037,0.293209877
400e078e-76a2-49ba-92c8-546065e9217a,0.541032963,0.296296296
b715e567-0c75-4faa-9549-07a2ee22f5f8,0.541962014,0.299382716
2ED75B8B-BB8B-4CCD-924B-3DA4BF0F91DC,0.542047482,0.302469136
64A2DDF5-F5DA-4ED9-94B0-EC803E40094B,0.543163011,0.305555556
7c922a51-1835-4af6-95d1-26f8daf0a234,0.544933549,0.308641975
7FFC40E2-119E-4155-A859-1E27F43F1AC6,0.545658521,0.311728395
43b330b5-a55f-4605-851f-a9eca1cc56da,0.545809559,0.314814815
410E701F-BF9E-4088-BD59-7D1A91204539,0.546508364,0.317901235
91b133fb-b3d8-4893-8dce-f44b1d09c919,0.551642626,0.320987654
95F9C40A-9B08-4F75-9126-6A3F3E1C89BE,0.552175082,0.324074074
9E62E6E0-2312-417A-9140-98452578EADB,0.552661613,0.327160494
44f24ef8-4e92-4f4f-9d39-0bad1a7a6ec4,0.552770195,0.330246914
94F92EC9-4903-44EC-81B1-93636726E982,0.552851152,0.333333333
A5E3E013-CC70-4539-BF48-8CE8158D7BFE,0.553180001,0.336419753
59854D7C-0323-4654-86EA-6991F854D40B,0.553409698,0.339506173
8d7d5015-479d-4b5e-bdf0-3dd5526a2823,0.555205545,0.342592593
9E30D40F-2E6B-4F81-BC9C-A35C710E39C0,0.55529641,0.345679012
1046243B-DA87-447A-9F56-80918C5E9C0E,0.55574248,0.348765432
77908359-1bab-47e3-9aad-d696ef27a602,0.556879376,0.351851852
55cc5bf6-c876-4cd1-a1be-6194332024d1,0.557009401,0.354938272
239fa580-c262-4d61-a6f7-affb307902ac,0.558397939,0.358024691
B9227F1A-251E-4A42-9453-A9B83B5EDB92,0.558517236,0.361111111
6811a2a3-1e39-471d-a368-4c12ec7105cc,0.559279533,0.364197531
5ac76938-30bd-4ef4-8b53-cb75780bfc6e,0.560271779,0.367283951
6F1862EB-E9BC-43AF-89F4-6C0BC174AA96,0.561284448,0.37037037
11fbeb13-fd81-4411-ad21-b9b1a77345b6,0.563176039,0.37345679
E8D9DE96-A219-472F-9DA5-F0BB929F9754,0.563362082,0.37654321
36ED76E8-990D-4849-B704-FF5BA6410B93,0.5638619,0.37962963
5F80FD45-8CB7-4808-AAEB-F31C9E58F19F,0.564437864,0.382716049
3854947B-184D-472D-B29B-C31003E69B75,0.564864342,0.385802469
281c0e5b-f947-4544-ac3e-c9309fd60f2f,0.565156709,0.388888889
32df2e8f-accf-4661-8a07-c1385338ea96,0.565703637,0.391975309
730eea09-9190-4456-8756-546c3b86488e,0.565743671,0.395061728
454AC53C-AB02-4BD7-8853-711E199AFFBC,0.566530318,0.398148148
02e2b5d6-4619-4cef-8452-333f2e27ef58,0.567700254,0.401234568
5a9ead4d-352c-42d6-8bc2-0131695a15ac,0.567872532,0.404320988
56C30D16-6F98-42BA-A2D9-2D401F15F137,0.567948258,0.407407407
36ED2B03-B8DE-43E5-87A5-F5C2FE624B92,0.568367829,0.410493827
6baba5f6-a5bc-487b-b44a-d1f18383debe,0.569190982,0.413580247
C3486A2A-C530-47B6-BFB3-B08449D3395B,0.569220351,0.416666667
a2cbdce8-38df-49f4-8693-7a4d046b8f84,0.569683154,0.419753086
9abc313c-d3ac-40b3-8782-c351e7df3ab2,0.569685196,0.422839506
260d4277-de90-4b5b-b834-a89c3eb6cda6,0.570867802,0.425925926
579565e9-8623-4ca4-bd09-b9892cc4ca3f,0.57120048,0.429012346
77B4F0DB-5794-4B98-8D1A-1AA103F3778C,0.572120625,0.432098765
c7253473-a65c-4af6-bd72-427e6e4cf52a,0.574141183,0.435185185
E2A77075-AAA4-4636-BC00-66095F9D96DD,0.57435499,0.438271605
AAD34A4D-4124-4813-961F-19884B2F04A6,0.574387443,0.441358025
A14C4744-1777-4FEB-86BC-FA016CB0CB27,0.575024679,0.444444444
AAC8D72A-6B28-4268-83A7-8C49257ED542,0.575582423,0.447530864
febf6d74-4207-45d3-a1fa-5086d0ff15dd,0.575629957,0.450617284
83EA8678-8D7D-45BC-82E6-D229F39B0096,0.575783987,0.453703704
0f794a2a-bc34-44cc-9ec5-15933b1da9fb,0.577314188,0.456790123
6b8c84d8-835c-4528-9951-aa2eaae94d7c,0.577838913,0.459876543
BE8CF2E1-3DEF-4E4F-A8A0-45DCCFDEFA4A,0.578228,0.462962963
81465d9c-d7ec-4abb-a7a2-03109e652159,0.579435758,0.466049383
369E6027-AE2F-4419-88D4-77F3BAB86D3A,0.580002839,0.469135802
ba5e6ff1-83a2-4919-9e19-92755e23f227,0.580242132,0.472222222
F0BF2EED-59A7-4074-9A5F-F860D3A6C508,0.580949731,0.475308642
BB79DB66-6E9C-4350-BFA4-2A9D4E1C6DB9,0.58126751,0.478395062
AE3B6DD1-4E73-4D24-AD67-89194AEA11C2,0.581618443,0.481481481
64CB7DDF-7E61-4A99-BA7F-8F1E27DD90CD,0.582036721,0.484567901
9E0689A9-64A9-4A55-8A8D-F6716A347A21,0.582540029,0.487654321
41ddc8e8-3e8f-4a2a-819e-42b1118e5cd8,0.582759038,0.490740741
41e32d78-dc8f-417e-8b97-6a4e796eefb0,0.58282282,0.49382716
e8eefdaf-170f-4f1f-b62e-3fe7f35c1ce6,0.58297005,0.49691358
7038070C-F8BA-4007-A8B6-CBD227024306,0.583470075,0.5
BD4E69E9-91EA-446E-AF5B-E179F2EFD56F,0.583633434,0.50308642
c36da456-ebd1-4ae9-b439-7fa000317e93,0.585098395,0.50617284
45d23e26-63ef-4f2a-99c4-2ea672ccc42b,0.585548948,0.509259259
9f48ed57-1f55-4df1-a168-4b6deeb877d2,0.585808352,0.512345679
8B141EBA-11BE-472D-B2CA-FDECC8262ECC,0.586357813,0.515432099
C96C4906-C362-4E10-A7A5-B8B245770E27,0.586830905,0.518518519
AC95A252-2E27-4079-B04B-B3A20929D067,0.587236812,0.521604938
28DAC5CD-2F79-464F-B817-17E3F80A1244,0.587526633,0.524691358
5757e00d-87a9-40b8-b2f0-08cd1535dfed,0.58871765,0.527777778
3720CE2B-8E19-49D0-8B12-6732A44311E1,0.589107312,0.530864198
20fee602-950d-4d5e-b84a-a2a3516c36d9,0.589603256,0.533950617
d2e83dac-15da-4093-934a-92615e35afef,0.590681216,0.537037037
6623c8d2-d36c-42d3-9996-f4a23a81b35a,0.591891328,0.540123457
43f8d3e0-b024-4193-a559-42d8cf9b5c03,0.592093285,0.543209877
72E55E1E-F84A-41CA-8C9C-C0512360287A,0.592851564,0.546296296
9c081de6-ab71-441c-ac6b-d968b6fbb57a,0.592913257,0.549382716
313d1446-05bd-4ffa-a127-1cf6ef81adc2,0.593111567,0.552469136
45a46baa-94c9-4d90-b93f-46465d713a40,0.594285789,0.555555556
1306e403-2952-4581-bbaa-7958b2c11024,0.594316723,0.558641975
8E9C19BE-2F8C-4068-B6CA-630F9D95AF39,0.595073352,0.561728395
470512B0-02D8-4CF0-AE7D-DAB055806D74,0.595729857,0.564814815
8AD9A565-9B4A-4424-B186-D640ABD4CC12,0.59581979,0.567901235
7BE0AE0F-46F1-4011-A486-30DEE0E1F4A5,0.595902183,0.570987654
DD1C56DF-3AEB-4DFB-803A-26BC1EBF48A2,0.59609674,0.574074074
875ACEF6-4DD7-4564-A285-7F394AB03A69,0.596110286,0.577160494
0ba7203b-5e22-4c35-adc1-ce5d380a5134,0.596389093,0.580246914
A951B803-7CDC-4197-8C12-D1AF14E51E58,0.596391956,0.583333333
1BAF6F56-4A50-44E8-8F69-2398618BC8DD,0.596486968,0.586419753
FFE0789F-E8F5-48A7-9D58-376319114724,0.596556424,0.589506173
286CCC27-B2B6-4ABD-8389-453C562B69FF,0.596665647,0.592592593
03de0345-5cb1-4d30-beb5-791b97148ee6,0.596837632,0.595679012
75F4F969-3905-4F2E-AB93-EB057290BD6A,0.597190933,0.598765432
C383CF86-36BA-4759-99A7-9B491AB3FBB2,0.597418289,0.601851852
FF6D0C63-CA24-4CE8-A74C-52CE8DAEA2A0,0.597604871,0.604938272
df93dd1c-39ce-4ce9-8b32-823d901804f3,0.597852944,0.608024691
fdf7c994-1d79-4f8f-8d64-8de9ec6da762,0.597856064,0.611111111
A50D94F2-454C-4DBC-91CE-8DBD6782C588,0.598079937,0.614197531
805FE4A9-1379-4AE8-9093-3E7C5ACC7D25,0.59848817,0.617283951
6489AFF2-B3C0-4324-8EB9-C711D4610F5D,0.599156882,0.62037037
8663FBC0-DD92-42A3-ABBA-756D193AC277,0.599631297,0.62345679
01BA3F8C-5FD8-45E8-9938-F7D150ACE9DC,0.599680254,0.62654321
B960B0DD-CDA2-4B92-8EC0-AD2F632E31D5,0.600118849,0.62962963
C16D8373-09C0-448A-8C6E-231ADC7851F6,0.60070222,0.632716049
4C212B5A-089F-4EAA-8F75-C2BEB65A45C6,0.600815065,0.635802469
10bf0765-26ac-4163-a5b0-85cabd00390f,0.601036765,0.638888889
98DA0B21-AF1C-4E0F-8ED5-6C998E0A6964,0.601231868,0.641975309
0f3baa70-d5b8-4f0b-901a-b110d0261a1d,0.601681102,0.645061728
17CBA830-3D41-462D-9A72-F1E1A3AD9150,0.601792364,0.648148148
807941F7-E30B-4094-9E50-E38EC00595F2,0.602087056,0.651234568
9417272B-F719-40D3-A69A-E7B83A3F0372,0.602100355,0.654320988
20A678D7-EF8F-4BAE-96FB-D4707AABFF95,0.602653073,0.657407407
30F79D04-5ED6-429F-A445-CE203EE70002,0.60305169,0.660493827
605D04C4-62CE-439D-BD5C-7725769D0FB4,0.603317313,0.663580247
ABA5EFC0-6DBC-450A-96E7-695E04080B45,0.603495899,0.666666667
9A155DF6-92D0-4062-B3BA-82BDBF8F7021,0.604128231,0.669753086
ff4d1275-2309-4901-b744-2ed4e57e8a28,0.604299065,0.672839506
4BE54FAC-11E0-4138-B09C-C08CCB210B04,0.605184195,0.675925926
343ac25b-17b6-4dec-a037-17cc33001543,0.605890084,0.679012346
54328572-cf26-4055-af85-e5df037b88d5,0.60591571,0.682098765
37F8B222-A533-43A5-8D0F-1A616DD4D79E,0.607112062,0.685185185
690FB230-CE1D-4DDA-A984-49FB5FBC64BD,0.607454339,0.688271605
9d9ab660-1006-456f-8cd7-859bb2d703ee,0.607851803,0.691358025
9508d2e7-2eab-4ad7-99f0-4849695b7118,0.608017606,0.694444444
B82E1AD5-E20C-4649-AC30-B17168587C11,0.608484576,0.697530864
F7ECE7A2-C1F9-4B88-9977-581E77F9E27F,0.608524111,0.700617284
21d1eba7-7474-4f3f-bc1b-592043055b4a,0.608773,0.703703704
5AE87391-C200-461C-A498-49D96DF08FC1,0.610517988,0.706790123
0F328657-9939-434C-AA06-65963988C7C3,0.611615945,0.709876543
845f5817-9ab0-46b5-8afa-8760345c4257,0.612385976,0.712962963
F45D2B99-37B1-4AAE-B3EC-9BB2621632F8,0.614242903,0.716049383
3020FFFD-EFDC-48D3-977D-37B3011BEB52,0.614362998,0.719135802
5CD8A022-CEBF-4E57-84DA-76E5787DC7D1,0.614401868,0.722222222
5B64BBFE-51CA-46BE-81C2-7A017FF3619E,0.616040159,0.725308642
A60EB468-1DAE-4449-B51E-A2CAFE046DF3,0.617085474,0.728395062
629B9BE5-F497-4C15-A624-74ED3FC08907,0.617822952,0.731481481
a4f22a69-b325-4094-b9cc-c66dd442ea37,0.617976924,0.734567901
af2b01b8-a9c9-4195-ad6d-20e5a0ef93cc,0.618221117,0.737654321
F47B5B38-7622-4823-AF82-8398DCF78707,0.619220565,0.740740741
4e0e9b78-396a-400f-9ecf-fb97f817da53,0.619584918,0.74382716
64896e9e-b3d2-4b01-ba37-01cbff31a860,0.619678668,0.74691358
77CFEAB7-2D45-4070-99BC-303EC34B9A87,0.621746961,0.75
FEE0F46B-53A7-4407-91A4-8B86518E454D,0.621967729,0.75308642
D5D0382F-C74A-41C9-B04F-2188823DA7A7,0.622217502,0.75617284
9C39543C-5980-4E3A-BEF2-7697A566D2E6,0.62279206,0.759259259
A1F2E0CE-2591-4773-8746-F3BEFFF84B13,0.62312985,0.762345679
A8651317-54B0-45C3-B162-232118F524F0,0.623567043,0.765432099
5D65E56A-8886-4F44-9E30-58634A45E245,0.623699398,0.768518519
905FA03C-33BE-4BBD-BBA8-7DE17501A61A,0.625030009,0.771604938
3EBE1D9D-71C4-4562-9267-FF8D681F296A,0.62730239,0.774691358
A9BC3A80-01BD-4577-9313-D9C6200E871E,0.627396641,0.777777778
ACF19241-87C8-495B-8771-ECE9065E39FD,0.627611558,0.780864198
A0479ACA-812E-4137-BAEC-81051EE28E99,0.631038628,0.783950617
19767f0b-2d0b-4889-949e-1209c234accf,0.631456484,0.787037037
3D6AFBD8-C5FF-4336-B255-7E9EDA44F9B3,0.633657312,0.790123457
7A7F6DEF-1224-4D64-B1AC-0C6FF25C43A3,0.636910667,0.793209877
60CD590C-5DA1-4CD9-9294-74290EC8F6E1,0.638173293,0.796296296
97F0B108-F0F6-40F7-ADBB-B5E452D73097,0.639452302,0.799382716
31A2551A-5D01-4B65-87A4-B7FABB289D3E,0.640781883,0.802469136
36CBCFE5-525C-4470-B7FA-61F25A11D30A,0.641396301,0.805555556
e29214e4-28a4-4e50-9aa4-ee850963f23f,0.642050858,0.808641975
9DA6EE53-4E58-4D78-BC54-4B4AF5F3505D,0.642130828,0.811728395
E523B8FD-2E87-496F-A242-170DCC1C1A6F,0.642642426,0.814814815
A92F952F-DF7B-459C-88A1-CB59CE2CC015,0.643040827,0.817901235
80755EEF-D1A9-45A0-B1C8-DB365268FC34,0.64326803,0.820987654
D4DEA644-6838-4607-8483-0BB97A8A75A9,0.643753457,0.824074074
AE664422-89DC-4140-870E-8439C6833A21,0.645713705,0.827160494
4E5ADC4C-7DD7-49F8-BE7B-64BD589F45FF,0.647125186,0.830246914
eb8317d7-6a5c-4603-9e17-de423ab786c6,0.650747202,0.833333333
5e13f88c-1f3f-4ab0-9390-40181c462f35,0.656380094,0.836419753
4DC0F19A-07C5-4208-96F5-C632346A7955,0.657629905,0.839506173
126DBB8E-E63C-43DF-BD47-9FD350862430,0.663166451,0.842592593
7cc822bf-5047-44e8-8ea5-01057f2c848d,0.664883144,0.845679012
787fa968-51f6-44a4-90f6-4e50ee8d247c,0.66674079,0.848765432
ba8baec9-1823-4c44-b67a-3ac4ebba9b6c,0.668831136,0.851851852
7C3734D9-69D8-4193-B5EA-998439126B45,0.669272607,0.854938272
29c33a0b-df1a-46d2-93f7-042db0962bbd,0.67152568,0.858024691
D34E176E-8EB1-4633-B7E0-7A58C0BBE440,0.672044263,0.861111111
E770C1FE-CF94-4FF6-A97D-B7AECA1684C6,0.6734324,0.864197531
6E7F81BF-FCCE-4A58-920A-01B0020832B5,0.67413907,0.867283951
B843E53C-529B-414B-9378-4BA4EF32C840,0.675054002,0.87037037
C97BDA17-C4E0-491D-A0BE-0DE5ECCF1AB3,0.675762579,0.87345679
0E0F8746-96CD-4CC0-98EC-45E67CF20124,0.677441974,0.87654321
95FDBE88-4659-43F7-A167-DA9DDAF71B2F,0.677511872,0.87962963
2efe04ad-f121-40ed-93f6-1e9e263cc63a,0.679187648,0.882716049
0b1cb39e-1c06-4edf-9620-950d1b9d7ed4,0.680297283,0.885802469
6388F3F9-6F22-4446-B80A-498C3882063D,0.681127768,0.888888889
AB51E123-E1B9-4545-ADE6-BA832A87363C,0.682048551,0.891975309
639F50A9-886C-4D1A-BF67-09A332A857E7,0.683627806,0.895061728
484B39AD-A124-430E-B0CF-97C93DD34DB5,0.68404601,0.898148148
328417D8-2F76-4E91-A870-D43B8B8B0D57,0.685110168,0.901234568
2c918fb4-d8b7-45b7-825f-d4c43cf70f4c,0.685150069,0.904320988
78BA5DF7-3056-4947-9F7E-2931B122D676,0.685956551,0.907407407
57CFE97A-EFE2-45E6-A1E6-4809042C7E0F,0.688639393,0.910493827
CA5BF6D4-3463-4865-9090-DB0D38DF41DB,0.689859219,0.913580247
808e15b0-b76e-4ed0-a8b2-af0f090e4865,0.690194098,0.916666667
C268FDAE-5CD6-4779-A0EE-91DEE7B3DCAE,0.692714345,0.919753086
0AF07FD4-3FBA-44C8-838D-E796FF3F43F1,0.693251481,0.922839506
8cd6a421-d4e0-4955-b06a-839f9adbf492,0.696207544,0.925925926
A22E3495-AE9E-44F1-824E-9AAC401CFD90,0.696348912,0.929012346
f42f4b14-ef76-4fdf-b19a-225757a88eb5,0.698631973,0.932098765
05b405b4-c68c-46c5-9c4d-2020a8895e86,0.699173415,0.935185185
2035F6DF-B30F-414D-A30D-0682B52558CA,0.701245043,0.938271605
CC7E598F-87B5-4A05-9FFF-B4278146ECAD,0.702037403,0.941358025
170F2937-64A1-481C-AD88-8D298C4FBCA1,0.704797042,0.944444444
37182D7D-BE66-4BD1-A54E-681DDB24CE67,0.707216021,0.947530864
80BE8BEB-0539-49C4-9AC7-1561E44C054E,0.71022794,0.950617284
80DC229F-1089-4719-9700-6F3053D9D1D2,0.712379187,0.953703704
49EC38AF-C88E-4484-A91F-79ACBF24DEE4,0.720831856,0.956790123
6EDE0EB7-2082-4805-B59E-47D354469481,0.722855307,0.959876543
46289F69-655E-4526-BD92-61EE9C93AB7E,0.723997158,0.962962963
E1350657-C130-420B-9116-CC945BEECEB5,0.72942515,0.966049383
D1DA1BD5-7486-40E4-A87F-86656D1CA4F4,0.757175166,0.969135802
5C143B32-2072-4826-84D6-7850238361AD,0.763651405,0.972222222
2E0DA012-70E3-47E7-9533-0FA14DC06C2C,0.765325569,0.975308642
507D8453-7A76-4649-B9F5-15E378AE5400,0.768331552,0.978395062
274C63EB-C8A4-417F-B295-A1062601086A,0.776309985,0.981481481
23A6B2FE-B556-4946-B828-A5C34B59EB4B,0.777405095,0.984567901
864A93DE-3CDB-40ED-A6DF-B475CBEC86E1,0.786625583,0.987654321
88901EA0-DA76-4206-B952-18117F63B624,0.794675204,0.990740741
09cb4c9b-9f2a-462b-86f9-6baf615b2a66,0.803446923,0.99382716
AAA3A20A-26DC-48BC-9366-7455820D890B,0.804607224,0.99691358
A65771E0-5AFE-49D9-8737-02476A306446,0.808394549,1
